product,date,region,sales
lapis morsel,2019-10-01,south,
lapis morsel,2019-10-01,east,
lapis morsel,2019-10-01,west,
pink morsel,2019-10-02,north,
pink morsel,2019-10-02,south,
pink morsel,2019-10-02,east,
pink morsel,2019-10-02,west,
gold morsel,2019-10-02,north,
gold morsel,2019-10-02,south,
gold morsel,2019-10-02,east,
gold morsel,2019-10-02,west,
magenta morsel,2019-10-02,north,
magenta morsel,2019-10-02,south,
magenta morsel,2019-10-02,east,
magenta morsel,2019-10-02,west,
chartreuse morsel,2019-10-02,north,
chartreuse morsel,2019-10-02,south,
chartreuse morsel,2019-10-02,east,
chartreuse morsel,2019-10-02,west,
periwinkle morsel,2019-10-02,north,
periwinkle morsel,2019-10-02,south,
periwinkle morsel,2019-10-02,east,
periwinkle morsel,2019-10-02,west,
vermilion morsel,2019-10-02,north,
vermilion morsel,2019-10-02,south,
vermilion morsel,2019-10-02,east,
vermilion morsel,2019-10-02,west,
lapis morsel,2019-10-02,north,
lapis morsel,2019-10-02,south,
lapis morsel,2019-10-02,east,
lapis morsel,2019-10-02,west,
pink morsel,2019-10-03,north,
pink morsel,2019-10-03,south,
pink morsel,2019-10-03,east,
pink morsel,2019-10-03,west,
gold morsel,2019-10-03,north,
gold morsel,2019-10-03,south,
gold morsel,2019-10-03,east,
gold morsel,2019-10-03,west,
magenta morsel,2019-10-03,north,
magenta morsel,2019-10-03,south,
magenta morsel,2019-10-03,east,
magenta morsel,2019-10-03,west,
chartreuse morsel,2019-10-03,north,
chartreuse morsel,2019-10-03,south,
chartreuse morsel,2019-10-03,east,
chartreuse morsel,2019-10-03,west,
periwinkle morsel,2019-10-03,north,
periwinkle morsel,2019-10-03,south,
periwinkle morsel,2019-10-03,east,
periwinkle morsel,2019-10-03,west,
vermilion morsel,2019-10-03,north,
vermilion morsel,2019-10-03,south,
vermilion morsel,2019-10-03,east,
vermilion morsel,2019-10-03,west,
lapis morsel,2019-10-03,north,
lapis morsel,2019-10-03,south,
lapis morsel,2019-10-03,east,
lapis morsel,2019-10-03,west,
pink morsel,2019-10-04,north,
pink morsel,2019-10-04,south,
pink morsel,2019-10-04,east,
pink morsel,2019-10-04,west,
gold morsel,2019-10-04,north,
gold morsel,2019-10-04,south,
gold morsel,2019-10-04,east,
gold morsel,2019-10-04,west,
magenta morsel,2019-10-04,north,
magenta morsel,2019-10-04,south,
magenta morsel,2019-10-04,east,
magenta morsel,2019-10-04,west,
chartreuse morsel,2019-10-04,north,
chartreuse morsel,2019-10-04,south,
chartreuse morsel,2019-10-04,east,
chartreuse morsel,2019-10-04,west,
periwinkle morsel,2019-10-04,north,
periwinkle morsel,2019-10-04,south,
periwinkle morsel,2019-10-04,east,
periwinkle morsel,2019-10-04,west,
vermilion morsel,2019-10-04,north,
vermilion morsel,2019-10-04,south,
vermilion morsel,2019-10-04,east,
vermilion morsel,2019-10-04,west,
lapis morsel,2019-10-04,north,
lapis morsel,2019-10-04,south,
lapis morsel,2019-10-04,east,
lapis morsel,2019-10-04,west,
pink morsel,2019-10-05,north,
pink morsel,2019-10-05,south,
pink morsel,2019-10-05,east,
pink morsel,2019-10-05,west,
gold morsel,2019-10-05,north,
gold morsel,2019-10-05,south,
gold morsel,2019-10-05,east,
gold morsel,2019-10-05,west,
magenta morsel,2019-10-05,north,
magenta morsel,2019-10-05,south,
magenta morsel,2019-10-05,east,
magenta morsel,2019-10-05,west,
chartreuse morsel,2019-10-05,north,
chartreuse morsel,2019-10-05,south,
chartreuse morsel,2019-10-05,east,
chartreuse morsel,2019-10-05,west,
periwinkle morsel,2019-10-05,north,
periwinkle morsel,2019-10-05,south,
periwinkle morsel,2019-10-05,east,
periwinkle morsel,2019-10-05,west,
vermilion morsel,2019-10-05,north,
vermilion morsel,2019-10-05,south,
vermilion morsel,2019-10-05,east,
vermilion morsel,2019-10-05,west,
lapis morsel,2019-10-05,north,
lapis morsel,2019-10-05,south,
lapis morsel,2019-10-05,east,
lapis morsel,2019-10-05,west,
pink morsel,2019-10-06,north,
pink morsel,2019-10-06,south,
pink morsel,2019-10-06,east,
pink morsel,2019-10-06,west,
gold morsel,2019-10-06,north,
gold morsel,2019-10-06,south,
gold morsel,2019-10-06,east,
gold morsel,2019-10-06,west,
magenta morsel,2019-10-06,north,
magenta morsel,2019-10-06,south,
magenta morsel,2019-10-06,east,
magenta morsel,2019-10-06,west,
chartreuse morsel,2019-10-06,north,
chartreuse morsel,2019-10-06,south,
chartreuse morsel,2019-10-06,east,
chartreuse morsel,2019-10-06,west,
periwinkle morsel,2019-10-06,north,
periwinkle morsel,2019-10-06,south,
periwinkle morsel,2019-10-06,east,
periwinkle morsel,2019-10-06,west,
vermilion morsel,2019-10-06,north,
vermilion morsel,2019-10-06,south,
vermilion morsel,2019-10-06,east,
vermilion morsel,2019-10-06,west,
lapis morsel,2019-10-06,north,
lapis morsel,2019-10-06,south,
lapis morsel,2019-10-06,east,
lapis morsel,2019-10-06,west,
pink morsel,2019-10-07,north,
pink morsel,2019-10-07,south,
pink morsel,2019-10-07,east,
pink morsel,2019-10-07,west,
gold morsel,2019-10-07,north,
gold morsel,2019-10-07,south,
gold morsel,2019-10-07,east,
gold morsel,2019-10-07,west,
magenta morsel,2019-10-07,north,
magenta morsel,2019-10-07,south,
magenta morsel,2019-10-07,east,
magenta morsel,2019-10-07,west,
chartreuse morsel,2019-10-07,north,
chartreuse morsel,2019-10-07,south,
chartreuse morsel,2019-10-07,east,
chartreuse morsel,2019-10-07,west,
periwinkle morsel,2019-10-07,north,
periwinkle morsel,2019-10-07,south,
periwinkle morsel,2019-10-07,east,
periwinkle morsel,2019-10-07,west,
vermilion morsel,2019-10-07,north,
vermilion morsel,2019-10-07,south,
vermilion morsel,2019-10-07,east,
vermilion morsel,2019-10-07,west,
lapis morsel,2019-10-07,north,
lapis morsel,2019-10-07,south,
lapis morsel,2019-10-07,east,
lapis morsel,2019-10-07,west,
pink morsel,2019-10-08,north,
pink morsel,2019-10-08,south,
pink morsel,2019-10-08,east,
pink morsel,2019-10-08,west,
gold morsel,2019-10-08,north,
gold morsel,2019-10-08,south,
gold morsel,2019-10-08,east,
gold morsel,2019-10-08,west,
magenta morsel,2019-10-08,north,
magenta morsel,2019-10-08,south,
magenta morsel,2019-10-08,east,
magenta morsel,2019-10-08,west,
chartreuse morsel,2019-10-08,north,
chartreuse morsel,2019-10-08,south,
chartreuse morsel,2019-10-08,east,
chartreuse morsel,2019-10-08,west,
periwinkle morsel,2019-10-08,north,
periwinkle morsel,2019-10-08,south,
periwinkle morsel,2019-10-08,east,
periwinkle morsel,2019-10-08,west,
vermilion morsel,2019-10-08,north,
vermilion morsel,2019-10-08,south,
vermilion morsel,2019-10-08,east,
vermilion morsel,2019-10-08,west,
lapis morsel,2019-10-08,north,
lapis morsel,2019-10-08,south,
lapis morsel,2019-10-08,east,
lapis morsel,2019-10-08,west,
pink morsel,2019-10-09,north,
pink morsel,2019-10-09,south,
pink morsel,2019-10-09,east,
pink morsel,2019-10-09,west,
gold morsel,2019-10-09,north,
gold morsel,2019-10-09,south,
gold morsel,2019-10-09,east,
gold morsel,2019-10-09,west,
magenta morsel,2019-10-09,north,
magenta morsel,2019-10-09,south,
magenta morsel,2019-10-09,east,
magenta morsel,2019-10-09,west,
chartreuse morsel,2019-10-09,north,
chartreuse morsel,2019-10-09,south,
chartreuse morsel,2019-10-09,east,
chartreuse morsel,2019-10-09,west,
periwinkle morsel,2019-10-09,north,
periwinkle morsel,2019-10-09,south,
periwinkle morsel,2019-10-09,east,
periwinkle morsel,2019-10-09,west,
vermilion morsel,2019-10-09,north,
vermilion morsel,2019-10-09,south,
vermilion morsel,2019-10-09,east,
vermilion morsel,2019-10-09,west,
lapis morsel,2019-10-09,north,
lapis morsel,2019-10-09,south,
lapis morsel,2019-10-09,east,
lapis morsel,2019-10-09,west,
pink morsel,2019-10-10,north,
pink morsel,2019-10-10,south,
pink morsel,2019-10-10,east,
pink morsel,2019-10-10,west,
gold morsel,2019-10-10,north,
gold morsel,2019-10-10,south,
gold morsel,2019-10-10,east,
gold morsel,2019-10-10,west,
magenta morsel,2019-10-10,north,
magenta morsel,2019-10-10,south,
magenta morsel,2019-10-10,east,
magenta morsel,2019-10-10,west,
chartreuse morsel,2019-10-10,north,
chartreuse morsel,2019-10-10,south,
chartreuse morsel,2019-10-10,east,
chartreuse morsel,2019-10-10,west,
periwinkle morsel,2019-10-10,north,
periwinkle morsel,2019-10-10,south,
periwinkle morsel,2019-10-10,east,
periwinkle morsel,2019-10-10,west,
vermilion morsel,2019-10-10,north,
vermilion morsel,2019-10-10,south,
vermilion morsel,2019-10-10,east,
vermilion morsel,2019-10-10,west,
lapis morsel,2019-10-10,north,
lapis morsel,2019-10-10,south,
lapis morsel,2019-10-10,east,
lapis morsel,2019-10-10,west,
pink morsel,2019-10-11,north,
pink morsel,2019-10-11,south,
pink morsel,2019-10-11,east,
pink morsel,2019-10-11,west,
gold morsel,2019-10-11,north,
gold morsel,2019-10-11,south,
gold morsel,2019-10-11,east,
gold morsel,2019-10-11,west,
magenta morsel,2019-10-11,north,
magenta morsel,2019-10-11,south,
magenta morsel,2019-10-11,east,
magenta morsel,2019-10-11,west,
chartreuse morsel,2019-10-11,north,
chartreuse morsel,2019-10-11,south,
chartreuse morsel,2019-10-11,east,
chartreuse morsel,2019-10-11,west,
periwinkle morsel,2019-10-11,north,
periwinkle morsel,2019-10-11,south,
periwinkle morsel,2019-10-11,east,
periwinkle morsel,2019-10-11,west,
vermilion morsel,2019-10-11,north,
vermilion morsel,2019-10-11,south,
vermilion morsel,2019-10-11,east,
vermilion morsel,2019-10-11,west,
lapis morsel,2019-10-11,north,
lapis morsel,2019-10-11,south,
lapis morsel,2019-10-11,east,
lapis morsel,2019-10-11,west,
pink morsel,2019-10-12,north,
pink morsel,2019-10-12,south,
pink morsel,2019-10-12,east,
pink morsel,2019-10-12,west,
gold morsel,2019-10-12,north,
gold morsel,2019-10-12,south,
gold morsel,2019-10-12,east,
gold morsel,2019-10-12,west,
magenta morsel,2019-10-12,north,
magenta morsel,2019-10-12,south,
magenta morsel,2019-10-12,east,
magenta morsel,2019-10-12,west,
chartreuse morsel,2019-10-12,north,
chartreuse morsel,2019-10-12,south,
chartreuse morsel,2019-10-12,east,
chartreuse morsel,2019-10-12,west,
periwinkle morsel,2019-10-12,north,
periwinkle morsel,2019-10-12,south,
periwinkle morsel,2019-10-12,east,
periwinkle morsel,2019-10-12,west,
vermilion morsel,2019-10-12,north,
vermilion morsel,2019-10-12,south,
vermilion morsel,2019-10-12,east,
vermilion morsel,2019-10-12,west,
lapis morsel,2019-10-12,north,
lapis morsel,2019-10-12,south,
lapis morsel,2019-10-12,east,
lapis morsel,2019-10-12,west,
pink morsel,2019-10-13,north,
pink morsel,2019-10-13,south,
pink morsel,2019-10-13,east,
pink morsel,2019-10-13,west,
gold morsel,2019-10-13,north,
gold morsel,2019-10-13,south,
gold morsel,2019-10-13,east,
gold morsel,2019-10-13,west,
magenta morsel,2019-10-13,north,
magenta morsel,2019-10-13,south,
magenta morsel,2019-10-13,east,
magenta morsel,2019-10-13,west,
chartreuse morsel,2019-10-13,north,
chartreuse morsel,2019-10-13,south,
chartreuse morsel,2019-10-13,east,
chartreuse morsel,2019-10-13,west,
periwinkle morsel,2019-10-13,north,
periwinkle morsel,2019-10-13,south,
periwinkle morsel,2019-10-13,east,
periwinkle morsel,2019-10-13,west,
vermilion morsel,2019-10-13,north,
vermilion morsel,2019-10-13,south,
vermilion morsel,2019-10-13,east,
vermilion morsel,2019-10-13,west,
lapis morsel,2019-10-13,north,
lapis morsel,2019-10-13,south,
lapis morsel,2019-10-13,east,
lapis morsel,2019-10-13,west,
pink morsel,2019-10-14,north,
pink morsel,2019-10-14,south,
pink morsel,2019-10-14,east,
pink morsel,2019-10-14,west,
gold morsel,2019-10-14,north,
gold morsel,2019-10-14,south,
gold morsel,2019-10-14,east,
gold morsel,2019-10-14,west,
magenta morsel,2019-10-14,north,
magenta morsel,2019-10-14,south,
magenta morsel,2019-10-14,east,
magenta morsel,2019-10-14,west,
chartreuse morsel,2019-10-14,north,
chartreuse morsel,2019-10-14,south,
chartreuse morsel,2019-10-14,east,
chartreuse morsel,2019-10-14,west,
periwinkle morsel,2019-10-14,north,
periwinkle morsel,2019-10-14,south,
periwinkle morsel,2019-10-14,east,
periwinkle morsel,2019-10-14,west,
vermilion morsel,2019-10-14,north,
vermilion morsel,2019-10-14,south,
vermilion morsel,2019-10-14,east,
vermilion morsel,2019-10-14,west,
lapis morsel,2019-10-14,north,
lapis morsel,2019-10-14,south,
lapis morsel,2019-10-14,east,
lapis morsel,2019-10-14,west,
pink morsel,2019-10-15,north,
pink morsel,2019-10-15,south,
pink morsel,2019-10-15,east,
pink morsel,2019-10-15,west,
gold morsel,2019-10-15,north,
gold morsel,2019-10-15,south,
gold morsel,2019-10-15,east,
gold morsel,2019-10-15,west,
magenta morsel,2019-10-15,north,
magenta morsel,2019-10-15,south,
magenta morsel,2019-10-15,east,
magenta morsel,2019-10-15,west,
chartreuse morsel,2019-10-15,north,
chartreuse morsel,2019-10-15,south,
chartreuse morsel,2019-10-15,east,
chartreuse morsel,2019-10-15,west,
periwinkle morsel,2019-10-15,north,
periwinkle morsel,2019-10-15,south,
periwinkle morsel,2019-10-15,east,
periwinkle morsel,2019-10-15,west,
vermilion morsel,2019-10-15,north,
vermilion morsel,2019-10-15,south,
vermilion morsel,2019-10-15,east,
vermilion morsel,2019-10-15,west,
lapis morsel,2019-10-15,north,
lapis morsel,2019-10-15,south,
lapis morsel,2019-10-15,east,
lapis morsel,2019-10-15,west,
pink morsel,2019-10-16,north,
pink morsel,2019-10-16,south,
pink morsel,2019-10-16,east,
pink morsel,2019-10-16,west,
gold morsel,2019-10-16,north,
gold morsel,2019-10-16,south,
gold morsel,2019-10-16,east,
gold morsel,2019-10-16,west,
magenta morsel,2019-10-16,north,
magenta morsel,2019-10-16,south,
magenta morsel,2019-10-16,east,
magenta morsel,2019-10-16,west,
chartreuse morsel,2019-10-16,north,
chartreuse morsel,2019-10-16,south,
chartreuse morsel,2019-10-16,east,
chartreuse morsel,2019-10-16,west,
periwinkle morsel,2019-10-16,north,
periwinkle morsel,2019-10-16,south,
periwinkle morsel,2019-10-16,east,
periwinkle morsel,2019-10-16,west,
vermilion morsel,2019-10-16,north,
vermilion morsel,2019-10-16,south,
vermilion morsel,2019-10-16,east,
vermilion morsel,2019-10-16,west,
lapis morsel,2019-10-16,north,
lapis morsel,2019-10-16,south,
lapis morsel,2019-10-16,east,
lapis morsel,2019-10-16,west,
pink morsel,2019-10-17,north,
pink morsel,2019-10-17,south,
pink morsel,2019-10-17,east,
pink morsel,2019-10-17,west,
gold morsel,2019-10-17,north,
gold morsel,2019-10-17,south,
gold morsel,2019-10-17,east,
gold morsel,2019-10-17,west,
magenta morsel,2019-10-17,north,
magenta morsel,2019-10-17,south,
magenta morsel,2019-10-17,east,
magenta morsel,2019-10-17,west,
chartreuse morsel,2019-10-17,north,
chartreuse morsel,2019-10-17,south,
chartreuse morsel,2019-10-17,east,
chartreuse morsel,2019-10-17,west,
periwinkle morsel,2019-10-17,north,
periwinkle morsel,2019-10-17,south,
periwinkle morsel,2019-10-17,east,
periwinkle morsel,2019-10-17,west,
vermilion morsel,2019-10-17,north,
vermilion morsel,2019-10-17,south,
vermilion morsel,2019-10-17,east,
vermilion morsel,2019-10-17,west,
lapis morsel,2019-10-17,north,
lapis morsel,2019-10-17,south,
lapis morsel,2019-10-17,east,
lapis morsel,2019-10-17,west,
pink morsel,2019-10-18,north,
pink morsel,2019-10-18,south,
pink morsel,2019-10-18,east,
pink morsel,2019-10-18,west,
gold morsel,2019-10-18,north,
gold morsel,2019-10-18,south,
gold morsel,2019-10-18,east,
gold morsel,2019-10-18,west,
magenta morsel,2019-10-18,north,
magenta morsel,2019-10-18,south,
magenta morsel,2019-10-18,east,
magenta morsel,2019-10-18,west,
chartreuse morsel,2019-10-18,north,
chartreuse morsel,2019-10-18,south,
chartreuse morsel,2019-10-18,east,
chartreuse morsel,2019-10-18,west,
periwinkle morsel,2019-10-18,north,
periwinkle morsel,2019-10-18,south,
periwinkle morsel,2019-10-18,east,
periwinkle morsel,2019-10-18,west,
vermilion morsel,2019-10-18,north,
vermilion morsel,2019-10-18,south,
vermilion morsel,2019-10-18,east,
vermilion morsel,2019-10-18,west,
lapis morsel,2019-10-18,north,
lapis morsel,2019-10-18,south,
lapis morsel,2019-10-18,east,
lapis morsel,2019-10-18,west,
pink morsel,2019-10-19,north,
pink morsel,2019-10-19,south,
pink morsel,2019-10-19,east,
pink morsel,2019-10-19,west,
gold morsel,2019-10-19,north,
gold morsel,2019-10-19,south,
gold morsel,2019-10-19,east,
gold morsel,2019-10-19,west,
magenta morsel,2019-10-19,north,
magenta morsel,2019-10-19,south,
magenta morsel,2019-10-19,east,
magenta morsel,2019-10-19,west,
chartreuse morsel,2019-10-19,north,
chartreuse morsel,2019-10-19,south,
chartreuse morsel,2019-10-19,east,
chartreuse morsel,2019-10-19,west,
periwinkle morsel,2019-10-19,north,
periwinkle morsel,2019-10-19,south,
periwinkle morsel,2019-10-19,east,
periwinkle morsel,2019-10-19,west,
vermilion morsel,2019-10-19,north,
vermilion morsel,2019-10-19,south,
vermilion morsel,2019-10-19,east,
vermilion morsel,2019-10-19,west,
lapis morsel,2019-10-19,north,
lapis morsel,2019-10-19,south,
lapis morsel,2019-10-19,east,
lapis morsel,2019-10-19,west,
pink morsel,2019-10-20,north,
pink morsel,2019-10-20,south,
pink morsel,2019-10-20,east,
pink morsel,2019-10-20,west,
gold morsel,2019-10-20,north,
gold morsel,2019-10-20,south,
gold morsel,2019-10-20,east,
gold morsel,2019-10-20,west,
magenta morsel,2019-10-20,north,
magenta morsel,2019-10-20,south,
magenta morsel,2019-10-20,east,
magenta morsel,2019-10-20,west,
chartreuse morsel,2019-10-20,north,
chartreuse morsel,2019-10-20,south,
chartreuse morsel,2019-10-20,east,
chartreuse morsel,2019-10-20,west,
periwinkle morsel,2019-10-20,north,
periwinkle morsel,2019-10-20,south,
periwinkle morsel,2019-10-20,east,
periwinkle morsel,2019-10-20,west,
vermilion morsel,2019-10-20,north,
vermilion morsel,2019-10-20,south,
vermilion morsel,2019-10-20,east,
vermilion morsel,2019-10-20,west,
lapis morsel,2019-10-20,north,
lapis morsel,2019-10-20,south,
lapis morsel,2019-10-20,east,
lapis morsel,2019-10-20,west,
pink morsel,2019-10-21,north,
pink morsel,2019-10-21,south,
pink morsel,2019-10-21,east,
pink morsel,2019-10-21,west,
gold morsel,2019-10-21,north,
gold morsel,2019-10-21,south,
gold morsel,2019-10-21,east,
gold morsel,2019-10-21,west,
magenta morsel,2019-10-21,north,
magenta morsel,2019-10-21,south,
magenta morsel,2019-10-21,east,
magenta morsel,2019-10-21,west,
chartreuse morsel,2019-10-21,north,
chartreuse morsel,2019-10-21,south,
chartreuse morsel,2019-10-21,east,
chartreuse morsel,2019-10-21,west,
periwinkle morsel,2019-10-21,north,
periwinkle morsel,2019-10-21,south,
periwinkle morsel,2019-10-21,east,
periwinkle morsel,2019-10-21,west,
vermilion morsel,2019-10-21,north,
vermilion morsel,2019-10-21,south,
vermilion morsel,2019-10-21,east,
vermilion morsel,2019-10-21,west,
lapis morsel,2019-10-21,north,
lapis morsel,2019-10-21,south,
lapis morsel,2019-10-21,east,
lapis morsel,2019-10-21,west,
pink morsel,2019-10-22,north,
pink morsel,2019-10-22,south,
pink morsel,2019-10-22,east,
pink morsel,2019-10-22,west,
gold morsel,2019-10-22,north,
gold morsel,2019-10-22,south,
gold morsel,2019-10-22,east,
gold morsel,2019-10-22,west,
magenta morsel,2019-10-22,north,
magenta morsel,2019-10-22,south,
magenta morsel,2019-10-22,east,
magenta morsel,2019-10-22,west,
chartreuse morsel,2019-10-22,north,
chartreuse morsel,2019-10-22,south,
chartreuse morsel,2019-10-22,east,
chartreuse morsel,2019-10-22,west,
periwinkle morsel,2019-10-22,north,
periwinkle morsel,2019-10-22,south,
periwinkle morsel,2019-10-22,east,
periwinkle morsel,2019-10-22,west,
vermilion morsel,2019-10-22,north,
vermilion morsel,2019-10-22,south,
vermilion morsel,2019-10-22,east,
vermilion morsel,2019-10-22,west,
lapis morsel,2019-10-22,north,
lapis morsel,2019-10-22,south,
lapis morsel,2019-10-22,east,
lapis morsel,2019-10-22,west,
pink morsel,2019-10-23,north,
pink morsel,2019-10-23,south,
pink morsel,2019-10-23,east,
pink morsel,2019-10-23,west,
gold morsel,2019-10-23,north,
gold morsel,2019-10-23,south,
gold morsel,2019-10-23,east,
gold morsel,2019-10-23,west,
magenta morsel,2019-10-23,north,
magenta morsel,2019-10-23,south,
magenta morsel,2019-10-23,east,
magenta morsel,2019-10-23,west,
chartreuse morsel,2019-10-23,north,
chartreuse morsel,2019-10-23,south,
chartreuse morsel,2019-10-23,east,
chartreuse morsel,2019-10-23,west,
periwinkle morsel,2019-10-23,north,
periwinkle morsel,2019-10-23,south,
periwinkle morsel,2019-10-23,east,
periwinkle morsel,2019-10-23,west,
vermilion morsel,2019-10-23,north,
vermilion morsel,2019-10-23,south,
vermilion morsel,2019-10-23,east,
vermilion morsel,2019-10-23,west,
lapis morsel,2019-10-23,north,
lapis morsel,2019-10-23,south,
lapis morsel,2019-10-23,east,
lapis morsel,2019-10-23,west,
pink morsel,2019-10-24,north,
pink morsel,2019-10-24,south,
pink morsel,2019-10-24,east,
pink morsel,2019-10-24,west,
gold morsel,2019-10-24,north,
gold morsel,2019-10-24,south,
gold morsel,2019-10-24,east,
gold morsel,2019-10-24,west,
magenta morsel,2019-10-24,north,
magenta morsel,2019-10-24,south,
magenta morsel,2019-10-24,east,
magenta morsel,2019-10-24,west,
chartreuse morsel,2019-10-24,north,
chartreuse morsel,2019-10-24,south,
chartreuse morsel,2019-10-24,east,
chartreuse morsel,2019-10-24,west,
periwinkle morsel,2019-10-24,north,
periwinkle morsel,2019-10-24,south,
periwinkle morsel,2019-10-24,east,
periwinkle morsel,2019-10-24,west,
vermilion morsel,2019-10-24,north,
vermilion morsel,2019-10-24,south,
vermilion morsel,2019-10-24,east,
vermilion morsel,2019-10-24,west,
lapis morsel,2019-10-24,north,
lapis morsel,2019-10-24,south,
lapis morsel,2019-10-24,east,
lapis morsel,2019-10-24,west,
pink morsel,2019-10-25,north,
pink morsel,2019-10-25,south,
pink morsel,2019-10-25,east,
pink morsel,2019-10-25,west,
gold morsel,2019-10-25,north,
gold morsel,2019-10-25,south,
gold morsel,2019-10-25,east,
gold morsel,2019-10-25,west,
magenta morsel,2019-10-25,north,
magenta morsel,2019-10-25,south,
magenta morsel,2019-10-25,east,
magenta morsel,2019-10-25,west,
chartreuse morsel,2019-10-25,north,
chartreuse morsel,2019-10-25,south,
chartreuse morsel,2019-10-25,east,
chartreuse morsel,2019-10-25,west,
periwinkle morsel,2019-10-25,north,
periwinkle morsel,2019-10-25,south,
periwinkle morsel,2019-10-25,east,
periwinkle morsel,2019-10-25,west,
vermilion morsel,2019-10-25,north,
vermilion morsel,2019-10-25,south,
vermilion morsel,2019-10-25,east,
vermilion morsel,2019-10-25,west,
lapis morsel,2019-10-25,north,
lapis morsel,2019-10-25,south,
lapis morsel,2019-10-25,east,
lapis morsel,2019-10-25,west,
pink morsel,2019-10-26,north,
pink morsel,2019-10-26,south,
pink morsel,2019-10-26,east,
pink morsel,2019-10-26,west,
gold morsel,2019-10-26,north,
gold morsel,2019-10-26,south,
gold morsel,2019-10-26,east,
gold morsel,2019-10-26,west,
magenta morsel,2019-10-26,north,
magenta morsel,2019-10-26,south,
magenta morsel,2019-10-26,east,
magenta morsel,2019-10-26,west,
chartreuse morsel,2019-10-26,north,
chartreuse morsel,2019-10-26,south,
chartreuse morsel,2019-10-26,east,
chartreuse morsel,2019-10-26,west,
periwinkle morsel,2019-10-26,north,
periwinkle morsel,2019-10-26,south,
periwinkle morsel,2019-10-26,east,
periwinkle morsel,2019-10-26,west,
vermilion morsel,2019-10-26,north,
vermilion morsel,2019-10-26,south,
vermilion morsel,2019-10-26,east,
vermilion morsel,2019-10-26,west,
lapis morsel,2019-10-26,north,
lapis morsel,2019-10-26,south,
lapis morsel,2019-10-26,east,
lapis morsel,2019-10-26,west,
pink morsel,2019-10-27,north,
pink morsel,2019-10-27,south,
pink morsel,2019-10-27,east,
pink morsel,2019-10-27,west,
gold morsel,2019-10-27,north,
gold morsel,2019-10-27,south,
gold morsel,2019-10-27,east,
gold morsel,2019-10-27,west,
magenta morsel,2019-10-27,north,
magenta morsel,2019-10-27,south,
magenta morsel,2019-10-27,east,
magenta morsel,2019-10-27,west,
chartreuse morsel,2019-10-27,north,
chartreuse morsel,2019-10-27,south,
chartreuse morsel,2019-10-27,east,
chartreuse morsel,2019-10-27,west,
periwinkle morsel,2019-10-27,north,
periwinkle morsel,2019-10-27,south,
periwinkle morsel,2019-10-27,east,
periwinkle morsel,2019-10-27,west,
vermilion morsel,2019-10-27,north,
vermilion morsel,2019-10-27,south,
vermilion morsel,2019-10-27,east,
vermilion morsel,2019-10-27,west,
lapis morsel,2019-10-27,north,
lapis morsel,2019-10-27,south,
lapis morsel,2019-10-27,east,
lapis morsel,2019-10-27,west,
pink morsel,2019-10-28,north,
pink morsel,2019-10-28,south,
pink morsel,2019-10-28,east,
pink morsel,2019-10-28,west,
gold morsel,2019-10-28,north,
gold morsel,2019-10-28,south,
gold morsel,2019-10-28,east,
gold morsel,2019-10-28,west,
magenta morsel,2019-10-28,north,
magenta morsel,2019-10-28,south,
magenta morsel,2019-10-28,east,
magenta morsel,2019-10-28,west,
chartreuse morsel,2019-10-28,north,
chartreuse morsel,2019-10-28,south,
chartreuse morsel,2019-10-28,east,
chartreuse morsel,2019-10-28,west,
periwinkle morsel,2019-10-28,north,
periwinkle morsel,2019-10-28,south,
periwinkle morsel,2019-10-28,east,
periwinkle morsel,2019-10-28,west,
vermilion morsel,2019-10-28,north,
vermilion morsel,2019-10-28,south,
vermilion morsel,2019-10-28,east,
vermilion morsel,2019-10-28,west,
lapis morsel,2019-10-28,north,
lapis morsel,2019-10-28,south,
lapis morsel,2019-10-28,east,
lapis morsel,2019-10-28,west,
pink morsel,2019-10-29,north,
pink morsel,2019-10-29,south,
pink morsel,2019-10-29,east,
pink morsel,2019-10-29,west,
gold morsel,2019-10-29,north,
gold morsel,2019-10-29,south,
gold morsel,2019-10-29,east,
gold morsel,2019-10-29,west,
magenta morsel,2019-10-29,north,
magenta morsel,2019-10-29,south,
magenta morsel,2019-10-29,east,
magenta morsel,2019-10-29,west,
chartreuse morsel,2019-10-29,north,
chartreuse morsel,2019-10-29,south,
chartreuse morsel,2019-10-29,east,
chartreuse morsel,2019-10-29,west,
periwinkle morsel,2019-10-29,north,
periwinkle morsel,2019-10-29,south,
periwinkle morsel,2019-10-29,east,
periwinkle morsel,2019-10-29,west,
vermilion morsel,2019-10-29,north,
vermilion morsel,2019-10-29,south,
vermilion morsel,2019-10-29,east,
vermilion morsel,2019-10-29,west,
lapis morsel,2019-10-29,north,
lapis morsel,2019-10-29,south,
lapis morsel,2019-10-29,east,
lapis morsel,2019-10-29,west,
pink morsel,2019-10-30,north,
pink morsel,2019-10-30,south,
pink morsel,2019-10-30,east,
pink morsel,2019-10-30,west,
gold morsel,2019-10-30,north,
gold morsel,2019-10-30,south,
gold morsel,2019-10-30,east,
gold morsel,2019-10-30,west,
magenta morsel,2019-10-30,north,
magenta morsel,2019-10-30,south,
magenta morsel,2019-10-30,east,
magenta morsel,2019-10-30,west,
chartreuse morsel,2019-10-30,north,
chartreuse morsel,2019-10-30,south,
chartreuse morsel,2019-10-30,east,
chartreuse morsel,2019-10-30,west,
