Date,Region,Sales
6/11/2019,south,
6/11/2019,east,
6/11/2019,west,
6/11/2019,north,
6/11/2019,south,
6/11/2019,east,
6/11/2019,west,
6/11/2019,north,
6/11/2019,south,
6/11/2019,east,
6/11/2019,west,
6/11/2019,north,
6/11/2019,south,
6/11/2019,east,
6/11/2019,west,
6/11/2019,north,
6/11/2019,south,
6/11/2019,east,
6/11/2019,west,
6/11/2019,north,
6/11/2019,south,
6/11/2019,east,
6/11/2019,west,
7/11/2019,north,
7/11/2019,south,
7/11/2019,east,
7/11/2019,west,
7/11/2019,north,
7/11/2019,south,
7/11/2019,east,
7/11/2019,west,
7/11/2019,north,
7/11/2019,south,
7/11/2019,east,
7/11/2019,west,
7/11/2019,north,
7/11/2019,south,
7/11/2019,east,
7/11/2019,west,
7/11/2019,north,
7/11/2019,south,
7/11/2019,east,
7/11/2019,west,
7/11/2019,north,
7/11/2019,south,
7/11/2019,east,
7/11/2019,west,
7/11/2019,north,
7/11/2019,south,
7/11/2019,east,
7/11/2019,west,
8/11/2019,north,
8/11/2019,south,
8/11/2019,east,
8/11/2019,west,
8/11/2019,north,
8/11/2019,south,
8/11/2019,east,
8/11/2019,west,
8/11/2019,north,
8/11/2019,south,
8/11/2019,east,
8/11/2019,west,
8/11/2019,north,
8/11/2019,south,
8/11/2019,east,
8/11/2019,west,
8/11/2019,north,
8/11/2019,south,
8/11/2019,east,
8/11/2019,west,
8/11/2019,north,
8/11/2019,south,
8/11/2019,east,
8/11/2019,west,
8/11/2019,north,
8/11/2019,south,
8/11/2019,east,
8/11/2019,west,
9/11/2019,north,
9/11/2019,south,
9/11/2019,east,
9/11/2019,west,
9/11/2019,north,
9/11/2019,south,
9/11/2019,east,
9/11/2019,west,
9/11/2019,north,
9/11/2019,south,
9/11/2019,east,
9/11/2019,west,
9/11/2019,north,
9/11/2019,south,
9/11/2019,east,
9/11/2019,west,
9/11/2019,north,
9/11/2019,south,
9/11/2019,east,
9/11/2019,west,
9/11/2019,north,
9/11/2019,south,
9/11/2019,east,
9/11/2019,west,
9/11/2019,north,
9/11/2019,south,
9/11/2019,east,
9/11/2019,west,
10/11/2019,north,
10/11/2019,south,
10/11/2019,east,
10/11/2019,west,
10/11/2019,north,
10/11/2019,south,
10/11/2019,east,
10/11/2019,west,
10/11/2019,north,
10/11/2019,south,
10/11/2019,east,
10/11/2019,west,
10/11/2019,north,
10/11/2019,south,
10/11/2019,east,
10/11/2019,west,
10/11/2019,north,
10/11/2019,south,
10/11/2019,east,
10/11/2019,west,
10/11/2019,north,
10/11/2019,south,
10/11/2019,east,
10/11/2019,west,
10/11/2019,north,
10/11/2019,south,
10/11/2019,east,
10/11/2019,west,
11/11/2019,north,
11/11/2019,south,
11/11/2019,east,
11/11/2019,west,
11/11/2019,north,
11/11/2019,south,
11/11/2019,east,
11/11/2019,west,
11/11/2019,north,
11/11/2019,south,
11/11/2019,east,
11/11/2019,west,
11/11/2019,north,
11/11/2019,south,
11/11/2019,east,
11/11/2019,west,
11/11/2019,north,
11/11/2019,south,
11/11/2019,east,
11/11/2019,west,
11/11/2019,north,
11/11/2019,south,
11/11/2019,east,
11/11/2019,west,
11/11/2019,north,
11/11/2019,south,
11/11/2019,east,
11/11/2019,west,
12/11/2019,north,
12/11/2019,south,
12/11/2019,east,
12/11/2019,west,
12/11/2019,north,
12/11/2019,south,
12/11/2019,east,
12/11/2019,west,
12/11/2019,north,
12/11/2019,south,
12/11/2019,east,
12/11/2019,west,
12/11/2019,north,
12/11/2019,south,
12/11/2019,east,
12/11/2019,west,
12/11/2019,north,
12/11/2019,south,
12/11/2019,east,
12/11/2019,west,
12/11/2019,north,
12/11/2019,south,
12/11/2019,east,
12/11/2019,west,
12/11/2019,north,
12/11/2019,south,
12/11/2019,east,
12/11/2019,west,
13/11/2019,north,
13/11/2019,south,
13/11/2019,east,
13/11/2019,west,
13/11/2019,north,
13/11/2019,south,
13/11/2019,east,
13/11/2019,west,
13/11/2019,north,
13/11/2019,south,
13/11/2019,east,
13/11/2019,west,
13/11/2019,north,
13/11/2019,south,
13/11/2019,east,
13/11/2019,west,
13/11/2019,north,
13/11/2019,south,
13/11/2019,east,
13/11/2019,west,
13/11/2019,north,
13/11/2019,south,
13/11/2019,east,
13/11/2019,west,
13/11/2019,north,
13/11/2019,south,
13/11/2019,east,
13/11/2019,west,
14/11/2019,north,
14/11/2019,south,
14/11/2019,east,
14/11/2019,west,
14/11/2019,north,
14/11/2019,south,
14/11/2019,east,
14/11/2019,west,
14/11/2019,north,
14/11/2019,south,
14/11/2019,east,
14/11/2019,west,
14/11/2019,north,
14/11/2019,south,
14/11/2019,east,
14/11/2019,west,
14/11/2019,north,
14/11/2019,south,
14/11/2019,east,
14/11/2019,west,
14/11/2019,north,
14/11/2019,south,
14/11/2019,east,
14/11/2019,west,
14/11/2019,north,
14/11/2019,south,
14/11/2019,east,
14/11/2019,west,
15/11/2019,north,
15/11/2019,south,
15/11/2019,east,
15/11/2019,west,
15/11/2019,north,
15/11/2019,south,
15/11/2019,east,
15/11/2019,west,
15/11/2019,north,
15/11/2019,south,
15/11/2019,east,
15/11/2019,west,
15/11/2019,north,
15/11/2019,south,
15/11/2019,east,
15/11/2019,west,
15/11/2019,north,
15/11/2019,south,
15/11/2019,east,
15/11/2019,west,
15/11/2019,north,
15/11/2019,south,
15/11/2019,east,
15/11/2019,west,
15/11/2019,north,
15/11/2019,south,
15/11/2019,east,
15/11/2019,west,
16/11/2019,north,
16/11/2019,south,
16/11/2019,east,
16/11/2019,west,
16/11/2019,north,
16/11/2019,south,
16/11/2019,east,
16/11/2019,west,
16/11/2019,north,
16/11/2019,south,
16/11/2019,east,
16/11/2019,west,
16/11/2019,north,
16/11/2019,south,
16/11/2019,east,
16/11/2019,west,
16/11/2019,north,
16/11/2019,south,
16/11/2019,east,
16/11/2019,west,
16/11/2019,north,
16/11/2019,south,
16/11/2019,east,
16/11/2019,west,
16/11/2019,north,
16/11/2019,south,
16/11/2019,east,
16/11/2019,west,
17/11/2019,north,
17/11/2019,south,
17/11/2019,east,
17/11/2019,west,
17/11/2019,north,
17/11/2019,south,
17/11/2019,east,
17/11/2019,west,
17/11/2019,north,
17/11/2019,south,
17/11/2019,east,
17/11/2019,west,
17/11/2019,north,
17/11/2019,south,
17/11/2019,east,
17/11/2019,west,
17/11/2019,north,
17/11/2019,south,
17/11/2019,east,
17/11/2019,west,
17/11/2019,north,
17/11/2019,south,
17/11/2019,east,
17/11/2019,west,
17/11/2019,north,
17/11/2019,south,
17/11/2019,east,
17/11/2019,west,
18/11/2019,north,
18/11/2019,south,
18/11/2019,east,
18/11/2019,west,
18/11/2019,north,
18/11/2019,south,
18/11/2019,east,
18/11/2019,west,
18/11/2019,north,
18/11/2019,south,
18/11/2019,east,
18/11/2019,west,
18/11/2019,north,
18/11/2019,south,
18/11/2019,east,
18/11/2019,west,
18/11/2019,north,
18/11/2019,south,
18/11/2019,east,
18/11/2019,west,
18/11/2019,north,
18/11/2019,south,
18/11/2019,east,
18/11/2019,west,
18/11/2019,north,
18/11/2019,south,
18/11/2019,east,
18/11/2019,west,
19/11/2019,north,
19/11/2019,south,
19/11/2019,east,
19/11/2019,west,
19/11/2019,north,
19/11/2019,south,
19/11/2019,east,
19/11/2019,west,
19/11/2019,north,
19/11/2019,south,
19/11/2019,east,
19/11/2019,west,
19/11/2019,north,
19/11/2019,south,
19/11/2019,east,
19/11/2019,west,
19/11/2019,north,
19/11/2019,south,
19/11/2019,east,
19/11/2019,west,
19/11/2019,north,
19/11/2019,south,
19/11/2019,east,
19/11/2019,west,
19/11/2019,north,
19/11/2019,south,
19/11/2019,east,
19/11/2019,west,
20/11/2019,north,
20/11/2019,south,
20/11/2019,east,
20/11/2019,west,
20/11/2019,north,
20/11/2019,south,
20/11/2019,east,
20/11/2019,west,
20/11/2019,north,
20/11/2019,south,
20/11/2019,east,
20/11/2019,west,
20/11/2019,north,
20/11/2019,south,
20/11/2019,east,
20/11/2019,west,
20/11/2019,north,
20/11/2019,south,
20/11/2019,east,
20/11/2019,west,
20/11/2019,north,
20/11/2019,south,
20/11/2019,east,
20/11/2019,west,
20/11/2019,north,
20/11/2019,south,
20/11/2019,east,
20/11/2019,west,
21/11/2019,north,
21/11/2019,south,
21/11/2019,east,
21/11/2019,west,
21/11/2019,north,
21/11/2019,south,
21/11/2019,east,
21/11/2019,west,
21/11/2019,north,
21/11/2019,south,
21/11/2019,east,
21/11/2019,west,
21/11/2019,north,
21/11/2019,south,
21/11/2019,east,
21/11/2019,west,
21/11/2019,north,
21/11/2019,south,
21/11/2019,east,
21/11/2019,west,
21/11/2019,north,
21/11/2019,south,
21/11/2019,east,
21/11/2019,west,
21/11/2019,north,
21/11/2019,south,
21/11/2019,east,
21/11/2019,west,
22/11/2019,north,
22/11/2019,south,
22/11/2019,east,
22/11/2019,west,
22/11/2019,north,
22/11/2019,south,
22/11/2019,east,
22/11/2019,west,
22/11/2019,north,
22/11/2019,south,
22/11/2019,east,
22/11/2019,west,
22/11/2019,north,
22/11/2019,south,
22/11/2019,east,
22/11/2019,west,
22/11/2019,north,
22/11/2019,south,
22/11/2019,east,
22/11/2019,west,
22/11/2019,north,
22/11/2019,south,
22/11/2019,east,
22/11/2019,west,
22/11/2019,north,
22/11/2019,south,
22/11/2019,east,
22/11/2019,west,
23/11/2019,north,
23/11/2019,south,
23/11/2019,east,
23/11/2019,west,
23/11/2019,north,
23/11/2019,south,
23/11/2019,east,
23/11/2019,west,
23/11/2019,north,
23/11/2019,south,
23/11/2019,east,
23/11/2019,west,
23/11/2019,north,
23/11/2019,south,
23/11/2019,east,
23/11/2019,west,
23/11/2019,north,
23/11/2019,south,
23/11/2019,east,
23/11/2019,west,
23/11/2019,north,
23/11/2019,south,
23/11/2019,east,
23/11/2019,west,
23/11/2019,north,
23/11/2019,south,
23/11/2019,east,
23/11/2019,west,
24/11/2019,north,
24/11/2019,south,
24/11/2019,east,
24/11/2019,west,
24/11/2019,north,
24/11/2019,south,
24/11/2019,east,
24/11/2019,west,
24/11/2019,north,
24/11/2019,south,
24/11/2019,east,
24/11/2019,west,
24/11/2019,north,
24/11/2019,south,
24/11/2019,east,
24/11/2019,west,
24/11/2019,north,
24/11/2019,south,
24/11/2019,east,
24/11/2019,west,
24/11/2019,north,
24/11/2019,south,
24/11/2019,east,
24/11/2019,west,
24/11/2019,north,
24/11/2019,south,
24/11/2019,east,
24/11/2019,west,
25/11/2019,north,
25/11/2019,south,
25/11/2019,east,
25/11/2019,west,
25/11/2019,north,
25/11/2019,south,
25/11/2019,east,
25/11/2019,west,
25/11/2019,north,
25/11/2019,south,
25/11/2019,east,
25/11/2019,west,
25/11/2019,north,
25/11/2019,south,
25/11/2019,east,
25/11/2019,west,
25/11/2019,north,
25/11/2019,south,
25/11/2019,east,
25/11/2019,west,
25/11/2019,north,
25/11/2019,south,
25/11/2019,east,
25/11/2019,west,
25/11/2019,north,
25/11/2019,south,
25/11/2019,east,
25/11/2019,west,
26/11/2019,north,
26/11/2019,south,
26/11/2019,east,
26/11/2019,west,
26/11/2019,north,
26/11/2019,south,
26/11/2019,east,
26/11/2019,west,
26/11/2019,north,
26/11/2019,south,
26/11/2019,east,
26/11/2019,west,
26/11/2019,north,
26/11/2019,south,
26/11/2019,east,
26/11/2019,west,
26/11/2019,north,
26/11/2019,south,
26/11/2019,east,
26/11/2019,west,
26/11/2019,north,
26/11/2019,south,
26/11/2019,east,
26/11/2019,west,
26/11/2019,north,
26/11/2019,south,
26/11/2019,east,
26/11/2019,west,
27/11/2019,north,
27/11/2019,south,
27/11/2019,east,
27/11/2019,west,
27/11/2019,north,
27/11/2019,south,
27/11/2019,east,
27/11/2019,west,
27/11/2019,north,
27/11/2019,south,
27/11/2019,east,
27/11/2019,west,
27/11/2019,north,
27/11/2019,south,
27/11/2019,east,
27/11/2019,west,
27/11/2019,north,
27/11/2019,south,
27/11/2019,east,
27/11/2019,west,
27/11/2019,north,
27/11/2019,south,
27/11/2019,east,
27/11/2019,west,
27/11/2019,north,
27/11/2019,south,
27/11/2019,east,
27/11/2019,west,
28/11/2019,north,
28/11/2019,south,
28/11/2019,east,
28/11/2019,west,
28/11/2019,north,
28/11/2019,south,
28/11/2019,east,
28/11/2019,west,
28/11/2019,north,
28/11/2019,south,
28/11/2019,east,
28/11/2019,west,
28/11/2019,north,
28/11/2019,south,
28/11/2019,east,
28/11/2019,west,
28/11/2019,north,
28/11/2019,south,
28/11/2019,east,
28/11/2019,west,
28/11/2019,north,
28/11/2019,south,
28/11/2019,east,
28/11/2019,west,
28/11/2019,north,
28/11/2019,south,
28/11/2019,east,
28/11/2019,west,
29/11/2019,north,
29/11/2019,south,
29/11/2019,east,
29/11/2019,west,
29/11/2019,north,
29/11/2019,south,
29/11/2019,east,
29/11/2019,west,
29/11/2019,north,
29/11/2019,south,
29/11/2019,east,
29/11/2019,west,
29/11/2019,north,
29/11/2019,south,
29/11/2019,east,
29/11/2019,west,
29/11/2019,north,
29/11/2019,south,
29/11/2019,east,
29/11/2019,west,
29/11/2019,north,
29/11/2019,south,
29/11/2019,east,
29/11/2019,west,
29/11/2019,north,
29/11/2019,south,
29/11/2019,east,
29/11/2019,west,
30/11/2019,north,
30/11/2019,south,
30/11/2019,east,
30/11/2019,west,
30/11/2019,north,
30/11/2019,south,
30/11/2019,east,
30/11/2019,west,
30/11/2019,north,
30/11/2019,south,
30/11/2019,east,
30/11/2019,west,
30/11/2019,north,
30/11/2019,south,
30/11/2019,east,
30/11/2019,west,
30/11/2019,north,
30/11/2019,south,
30/11/2019,east,
30/11/2019,west,
30/11/2019,north,
30/11/2019,south,
30/11/2019,east,
30/11/2019,west,
30/11/2019,north,
30/11/2019,south,
30/11/2019,east,
30/11/2019,west,
1/12/2019,north,
1/12/2019,south,
1/12/2019,east,
1/12/2019,west,
1/12/2019,north,
1/12/2019,south,
1/12/2019,east,
1/12/2019,west,
1/12/2019,north,
1/12/2019,south,
1/12/2019,east,
1/12/2019,west,
1/12/2019,north,
1/12/2019,south,
1/12/2019,east,
1/12/2019,west,
1/12/2019,north,
1/12/2019,south,
1/12/2019,east,
1/12/2019,west,
1/12/2019,north,
1/12/2019,south,
1/12/2019,east,
1/12/2019,west,
1/12/2019,north,
1/12/2019,south,
1/12/2019,east,
1/12/2019,west,
2/12/2019,north,
2/12/2019,south,
2/12/2019,east,
2/12/2019,west,
2/12/2019,north,
2/12/2019,south,
2/12/2019,east,
2/12/2019,west,
2/12/2019,north,
2/12/2019,south,
2/12/2019,east,
2/12/2019,west,
2/12/2019,north,
2/12/2019,south,
2/12/2019,east,
2/12/2019,west,
2/12/2019,north,
2/12/2019,south,
2/12/2019,east,
2/12/2019,west,
2/12/2019,north,
2/12/2019,south,
2/12/2019,east,
2/12/2019,west,
2/12/2019,north,
2/12/2019,south,
2/12/2019,east,
2/12/2019,west,
3/12/2019,north,
3/12/2019,south,
3/12/2019,east,
3/12/2019,west,
3/12/2019,north,
3/12/2019,south,
3/12/2019,east,
3/12/2019,west,
3/12/2019,north,
3/12/2019,south,
3/12/2019,east,
3/12/2019,west,
3/12/2019,north,
3/12/2019,south,
3/12/2019,east,
3/12/2019,west,
3/12/2019,north,
3/12/2019,south,
3/12/2019,east,
3/12/2019,west,
3/12/2019,north,
3/12/2019,south,
3/12/2019,east,
3/12/2019,west,
3/12/2019,north,
3/12/2019,south,
3/12/2019,east,
3/12/2019,west,
4/12/2019,north,
4/12/2019,south,
4/12/2019,east,
4/12/2019,west,
4/12/2019,north,
4/12/2019,south,
4/12/2019,east,
4/12/2019,west,
4/12/2019,north,
4/12/2019,south,
4/12/2019,east,
4/12/2019,west,
4/12/2019,north,
4/12/2019,south,
4/12/2019,east,
4/12/2019,west,
4/12/2019,north,
4/12/2019,south,
4/12/2019,east,
4/12/2019,west,
4/12/2019,north,
4/12/2019,south,
4/12/2019,east,
4/12/2019,west,
4/12/2019,north,
4/12/2019,south,
4/12/2019,east,
4/12/2019,west,
5/12/2019,north,
5/12/2019,south,
5/12/2019,east,
5/12/2019,west,
5/12/2019,north,
5/12/2019,south,
5/12/2019,east,
5/12/2019,west,
5/12/2019,north,
5/12/2019,south,
5/12/2019,east,
5/12/2019,west,
5/12/2019,north,
5/12/2019,south,
5/12/2019,east,
5/12/2019,west,
5/12/2019,north,
5/12/2019,south,
5/12/2019,east,
5/12/2019,west,
5/12/2019,north,
5/12/2019,south,
5/12/2019,east,
5/12/2019,west,
5/12/2019,north,
5/12/2019,south,
5/12/2019,east,
5/12/2019,west,
6/12/2019,north,
6/12/2019,south,
6/12/2019,east,
6/12/2019,west,
6/12/2019,north,
6/12/2019,south,
6/12/2019,east,
6/12/2019,west,
6/12/2019,north,
6/12/2019,south,
6/12/2019,east,
6/12/2019,west,
6/12/2019,north,
6/12/2019,south,
6/12/2019,east,
6/12/2019,west,
6/12/2019,north,
6/12/2019,south,
6/12/2019,east,
6/12/2019,west,
6/12/2019,north,
6/12/2019,south,
6/12/2019,east,
6/12/2019,west,
6/12/2019,north,
6/12/2019,south,
6/12/2019,east,
6/12/2019,west,
7/12/2019,north,
7/12/2019,south,
7/12/2019,east,
7/12/2019,west,
7/12/2019,north,
7/12/2019,south,
7/12/2019,east,
7/12/2019,west,
7/12/2019,north,
7/12/2019,south,
7/12/2019,east,
7/12/2019,west,
7/12/2019,north,
7/12/2019,south,
7/12/2019,east,
7/12/2019,west,
7/12/2019,north,
7/12/2019,south,
7/12/2019,east,
7/12/2019,west,
7/12/2019,north,
7/12/2019,south,
7/12/2019,east,
7/12/2019,west,
7/12/2019,north,
7/12/2019,south,
7/12/2019,east,
7/12/2019,west,
8/12/2019,north,
8/12/2019,south,
8/12/2019,east,
8/12/2019,west,
8/12/2019,north,
8/12/2019,south,
8/12/2019,east,
8/12/2019,west,
8/12/2019,north,
8/12/2019,south,
8/12/2019,east,
8/12/2019,west,
8/12/2019,north,
8/12/2019,south,
8/12/2019,east,
8/12/2019,west,
8/12/2019,north,
8/12/2019,south,
8/12/2019,east,
8/12/2019,west,
8/12/2019,north,
8/12/2019,south,
8/12/2019,east,
8/12/2019,west,
8/12/2019,north,
8/12/2019,south,
8/12/2019,east,
8/12/2019,west,
9/12/2019,north,
9/12/2019,south,
9/12/2019,east,
9/12/2019,west,
9/12/2019,north,
9/12/2019,south,
9/12/2019,east,
9/12/2019,west,
9/12/2019,north,
9/12/2019,south,
9/12/2019,east,
9/12/2019,west,
9/12/2019,north,
9/12/2019,south,
9/12/2019,east,
9/12/2019,west,
9/12/2019,north,
9/12/2019,south,
9/12/2019,east,
9/12/2019,west,
9/12/2019,north,
9/12/2019,south,
9/12/2019,east,
9/12/2019,west,
9/12/2019,north,
9/12/2019,south,
9/12/2019,east,
9/12/2019,west,
10/12/2019,north,
10/12/2019,south,
10/12/2019,east,
10/12/2019,west,
10/12/2019,north,
10/12/2019,south,
10/12/2019,east,
10/12/2019,west,
10/12/2019,north,
10/12/2019,south,
10/12/2019,east,
10/12/2019,west,
10/12/2019,north,
10/12/2019,south,
10/12/2019,east,
10/12/2019,west,
10/12/2019,north,
10/12/2019,south,
10/12/2019,east,
10/12/2019,west,
10/12/2019,north,
10/12/2019,south,
10/12/2019,east,
10/12/2019,west,
10/12/2019,north,
10/12/2019,south,
10/12/2019,east,
10/12/2019,west,
11/12/2019,north,
11/12/2019,south,
11/12/2019,east,
11/12/2019,west,
11/12/2019,north,
11/12/2019,south,
11/12/2019,east,
11/12/2019,west,
11/12/2019,north,
11/12/2019,south,
11/12/2019,east,
11/12/2019,west,
11/12/2019,north,
11/12/2019,south,
11/12/2019,east,
11/12/2019,west,
11/12/2019,north,
11/12/2019,south,
11/12/2019,east,
11/12/2019,west,
11/12/2019,north,
11/12/2019,south,
11/12/2019,east,
11/12/2019,west,
11/12/2019,north,
11/12/2019,south,
11/12/2019,east,
11/12/2019,west,
12/12/2019,north,
12/12/2019,south,
12/12/2019,east,
12/12/2019,west,
12/12/2019,north,
12/12/2019,south,
12/12/2019,east,
12/12/2019,west,
12/12/2019,north,
12/12/2019,south,
12/12/2019,east,
12/12/2019,west,
12/12/2019,north,
12/12/2019,south,
12/12/2019,east,
12/12/2019,west,
12/12/2019,north,
12/12/2019,south,
12/12/2019,east,
12/12/2019,west,
12/12/2019,north,
12/12/2019,south,
12/12/2019,east,
12/12/2019,west,
12/12/2019,north,
12/12/2019,south,
12/12/2019,east,
12/12/2019,west,
13/12/2019,north,
13/12/2019,south,
13/12/2019,east,
13/12/2019,west,
13/12/2019,north,
13/12/2019,south,
13/12/2019,east,
13/12/2019,west,
13/12/2019,north,
13/12/2019,south,
13/12/2019,east,
13/12/2019,west,
13/12/2019,north,
13/12/2019,south,
13/12/2019,east,
13/12/2019,west,
13/12/2019,north,
13/12/2019,south,
13/12/2019,east,
13/12/2019,west,
13/12/2019,north,
13/12/2019,south,
13/12/2019,east,
13/12/2019,west,
13/12/2019,north,
13/12/2019,south,
13/12/2019,east,
13/12/2019,west,
14/12/2019,north,
14/12/2019,south,
14/12/2019,east,
14/12/2019,west,
14/12/2019,north,
14/12/2019,south,
14/12/2019,east,
14/12/2019,west,
14/12/2019,north,
14/12/2019,south,
14/12/2019,east,
14/12/2019,west,
14/12/2019,north,
14/12/2019,south,
14/12/2019,east,
14/12/2019,west,
14/12/2019,north,
14/12/2019,south,
14/12/2019,east,
14/12/2019,west,
14/12/2019,north,
14/12/2019,south,
14/12/2019,east,
14/12/2019,west,
14/12/2019,north,
14/12/2019,south,
14/12/2019,east,
14/12/2019,west,
15/12/2019,north,
15/12/2019,south,
15/12/2019,east,
15/12/2019,west,
15/12/2019,north,
15/12/2019,south,
15/12/2019,east,
15/12/2019,west,
15/12/2019,north,
15/12/2019,south,
15/12/2019,east,
15/12/2019,west,
15/12/2019,north,
15/12/2019,south,
15/12/2019,east,
15/12/2019,west,
15/12/2019,north,
15/12/2019,south,
15/12/2019,east,
15/12/2019,west,
15/12/2019,north,
15/12/2019,south,
15/12/2019,east,
15/12/2019,west,
15/12/2019,north,
15/12/2019,south,
15/12/2019,east,
15/12/2019,west,
16/12/2019,north,
16/12/2019,south,
16/12/2019,east,
16/12/2019,west,
16/12/2019,north,
16/12/2019,south,
16/12/2019,east,
16/12/2019,west,
16/12/2019,north,
16/12/2019,south,
16/12/2019,east,
16/12/2019,west,
16/12/2019,north,
16/12/2019,south,
16/12/2019,east,
16/12/2019,west,
16/12/2019,north,
16/12/2019,south,
16/12/2019,east,
16/12/2019,west,
16/12/2019,north,
16/12/2019,south,
16/12/2019,east,
16/12/2019,west,
16/12/2019,north,
16/12/2019,south,
16/12/2019,east,
16/12/2019,west,
17/12/2019,north,
17/12/2019,south,
17/12/2019,east,
17/12/2019,west,
17/12/2019,north,
17/12/2019,south,
17/12/2019,east,
17/12/2019,west,
17/12/2019,north,
17/12/2019,south,
17/12/2019,east,
17/12/2019,west,
17/12/2019,north,
17/12/2019,south,
17/12/2019,east,
17/12/2019,west,
17/12/2019,north,
17/12/2019,south,
17/12/2019,east,
17/12/2019,west,
17/12/2019,north,
17/12/2019,south,
17/12/2019,east,
17/12/2019,west,
17/12/2019,north,
17/12/2019,south,
17/12/2019,east,
17/12/2019,west,
18/12/2019,north,
18/12/2019,south,
18/12/2019,east,
18/12/2019,west,
18/12/2019,north,
18/12/2019,south,
18/12/2019,east,
18/12/2019,west,
18/12/2019,north,
18/12/2019,south,
18/12/2019,east,
18/12/2019,west,
18/12/2019,north,
18/12/2019,south,
18/12/2019,east,
18/12/2019,west,
18/12/2019,north,
18/12/2019,south,
18/12/2019,east,
18/12/2019,west,
18/12/2019,north,
18/12/2019,south,
18/12/2019,east,
18/12/2019,west,
18/12/2019,north,
18/12/2019,south,
18/12/2019,east,
18/12/2019,west,
19/12/2019,north,
19/12/2019,south,
19/12/2019,east,
19/12/2019,west,
19/12/2019,north,
19/12/2019,south,
19/12/2019,east,
19/12/2019,west,
19/12/2019,north,
19/12/2019,south,
19/12/2019,east,
19/12/2019,west,
19/12/2019,north,
19/12/2019,south,
19/12/2019,east,
19/12/2019,west,
19/12/2019,north,
19/12/2019,south,
19/12/2019,east,
19/12/2019,west,
19/12/2019,north,
19/12/2019,south,
19/12/2019,east,
19/12/2019,west,
19/12/2019,north,
19/12/2019,south,
19/12/2019,east,
19/12/2019,west,
20/12/2019,north,
20/12/2019,south,
20/12/2019,east,
20/12/2019,west,
20/12/2019,north,
20/12/2019,south,
20/12/2019,east,
20/12/2019,west,
20/12/2019,north,
20/12/2019,south,
20/12/2019,east,
20/12/2019,west,
20/12/2019,north,
20/12/2019,south,
20/12/2019,east,
20/12/2019,west,
20/12/2019,north,
20/12/2019,south,
20/12/2019,east,
20/12/2019,west,
20/12/2019,north,
20/12/2019,south,
20/12/2019,east,
20/12/2019,west,
20/12/2019,north,
20/12/2019,south,
20/12/2019,east,
20/12/2019,west,
21/12/2019,north,
21/12/2019,south,
21/12/2019,east,
21/12/2019,west,
21/12/2019,north,
21/12/2019,south,
21/12/2019,east,
21/12/2019,west,
21/12/2019,north,
21/12/2019,south,
21/12/2019,east,
21/12/2019,west,
21/12/2019,north,
21/12/2019,south,
21/12/2019,east,
21/12/2019,west,
21/12/2019,north,
21/12/2019,south,
21/12/2019,east,
21/12/2019,west,
21/12/2019,north,
21/12/2019,south,
21/12/2019,east,
21/12/2019,west,
21/12/2019,north,
21/12/2019,south,
21/12/2019,east,
21/12/2019,west,
22/12/2019,north,
22/12/2019,south,
22/12/2019,east,
22/12/2019,west,
22/12/2019,north,
22/12/2019,south,
22/12/2019,east,
22/12/2019,west,
22/12/2019,north,
22/12/2019,south,
22/12/2019,east,
22/12/2019,west,
22/12/2019,north,
22/12/2019,south,
22/12/2019,east,
22/12/2019,west,
22/12/2019,north,
22/12/2019,south,
22/12/2019,east,
22/12/2019,west,
22/12/2019,north,
22/12/2019,south,
22/12/2019,east,
22/12/2019,west,
22/12/2019,north,
22/12/2019,south,
22/12/2019,east,
22/12/2019,west,
23/12/2019,north,
23/12/2019,south,
23/12/2019,east,
23/12/2019,west,
23/12/2019,north,
23/12/2019,south,
23/12/2019,east,
23/12/2019,west,
23/12/2019,north,
23/12/2019,south,
23/12/2019,east,
23/12/2019,west,
23/12/2019,north,
23/12/2019,south,
23/12/2019,east,
23/12/2019,west,
23/12/2019,north,
23/12/2019,south,
23/12/2019,east,
23/12/2019,west,
23/12/2019,north,
23/12/2019,south,
23/12/2019,east,
23/12/2019,west,
23/12/2019,north,
23/12/2019,south,
23/12/2019,east,
23/12/2019,west,
24/12/2019,north,
24/12/2019,south,
24/12/2019,east,
24/12/2019,west,
24/12/2019,north,
24/12/2019,south,
24/12/2019,east,
24/12/2019,west,
24/12/2019,north,
24/12/2019,south,
24/12/2019,east,
24/12/2019,west,
24/12/2019,north,
24/12/2019,south,
24/12/2019,east,
24/12/2019,west,
24/12/2019,north,
24/12/2019,south,
24/12/2019,east,
24/12/2019,west,
24/12/2019,north,
24/12/2019,south,
24/12/2019,east,
24/12/2019,west,
24/12/2019,north,
24/12/2019,south,
24/12/2019,east,
24/12/2019,west,
25/12/2019,north,
25/12/2019,south,
25/12/2019,east,
25/12/2019,west,
25/12/2019,north,
25/12/2019,south,
25/12/2019,east,
25/12/2019,west,
25/12/2019,north,
25/12/2019,south,
25/12/2019,east,
25/12/2019,west,
25/12/2019,north,
25/12/2019,south,
25/12/2019,east,
25/12/2019,west,
25/12/2019,north,
25/12/2019,south,
25/12/2019,east,
25/12/2019,west,
25/12/2019,north,
25/12/2019,south,
25/12/2019,east,
25/12/2019,west,
25/12/2019,north,
25/12/2019,south,
25/12/2019,east,
25/12/2019,west,
26/12/2019,north,
26/12/2019,south,
26/12/2019,east,
26/12/2019,west,
